10 3 001 0.43299568808842603
10 3 003 0.7388764219229026
10 3 004 0.4288919526288233
10 3 005 0.595090164801619
10 3 007 0.4560194994766506
10 3 008 0.517666336030657
10 3 009 0.3967786838538097
10 3 010 0.427745146023524
10 3 011 0.932334977222668
10 3 012 0.7483822348867383
10 3 013 0.5321300773166097
10 3 014 0.7137756981439736
10 3 015 0.4106193412385159
10 3 016 0.3640613210290326
10 3 017 0.40866767830978995
10 3 018 0.7544351814259606
10 3 019 0.40335881535386964
10 3 020 0.38760748778555915
10 4 001 0.4329538049899699
10 4 003 0.7388764219229026
10 4 004 0.428850214872544
10 4 005 0.595090164801619
10 4 007 0.4560194994766506
10 4 008 0.517666336030657
10 4 009 0.3967786838538097
10 4 010 0.427745146023524
10 4 011 0.932334977222668
10 4 012 0.7483822348867383
10 4 013 0.5321300773166097
10 4 014 0.7137756981439736
10 4 015 0.4106193412385159
10 4 016 0.3640613210290326
10 4 017 0.40866767830978995
10 4 018 0.7544351814259606
10 4 019 0.40335881535386964
10 4 020 0.38760748778555915
10 5 001 0.4329538049899699
10 5 003 0.7388764219229026
10 5 004 0.428850214872544
10 5 005 0.595090164801619
10 5 007 0.4560194994766506
10 5 008 0.517666336030657
10 5 009 0.3967786838538097
10 5 010 0.427745146023524
10 5 011 0.932334977222668
10 5 012 0.7483822348867383
10 5 013 0.5321300773166097
10 5 014 0.7137756981439736
10 5 015 0.4106193412385159
10 5 016 0.3640613210290326
10 5 017 0.40866767830978995
10 5 018 0.7544351814259606
10 5 019 0.40335881535386964
10 5 020 0.38760748778555915
5 3 001 0.43299568808842603
5 3 003 0.7388764219229026
5 3 004 0.4288919526288233
5 3 005 0.595090164801619
5 3 007 0.4560194994766506
5 3 008 0.517666336030657
5 3 009 0.3967786838538097
5 3 010 0.427745146023524
5 3 011 0.932334977222668
5 3 012 0.7483822348867383
5 3 013 0.5321300773166097
5 3 014 0.7137756981439736
5 3 015 0.4106193412385159
5 3 016 0.3640613210290326
5 3 017 0.40866767830978995
5 3 018 0.7544351814259606
5 3 019 0.40335881535386964
5 3 020 0.3876059011771553
5 4 001 0.4329538049899699
5 4 003 0.7388764219229026
5 4 004 0.428850214872544
5 4 005 0.595090164801619
5 4 007 0.4560194994766506
5 4 008 0.517666336030657
5 4 009 0.3967786838538097
5 4 010 0.427745146023524
5 4 011 0.932334977222668
5 4 012 0.7483822348867383
5 4 013 0.5321300773166097
5 4 014 0.7137756981439736
5 4 015 0.4106193412385159
5 4 016 0.3640613210290326
5 4 017 0.40866767830978995
5 4 018 0.7544351814259606
5 4 019 0.40335881535386964
5 4 020 0.3876059011771553
7 3 001 0.43299568808842603
7 3 003 0.7388764219229026
7 3 004 0.4288919526288233
7 3 005 0.595090164801619
7 3 007 0.4560194994766506
7 3 008 0.517666336030657
7 3 009 0.3967786838538097
7 3 010 0.427745146023524
7 3 011 0.932334977222668
7 3 012 0.7483822348867383
7 3 013 0.5321300773166097
7 3 014 0.7137756981439736
7 3 015 0.4106193412385159
7 3 016 0.3640613210290326
7 3 017 0.40866767830978995
7 3 018 0.7544351814259606
7 3 019 0.40335881535386964
7 3 020 0.38760748778555915
7 4 001 0.4329538049899699
7 4 003 0.7388764219229026
7 4 004 0.428850214872544
7 4 005 0.595090164801619
7 4 007 0.4560194994766506
7 4 008 0.517666336030657
7 4 009 0.3967786838538097
7 4 010 0.427745146023524
7 4 011 0.932334977222668
7 4 012 0.7483822348867383
7 4 013 0.5321300773166097
7 4 014 0.7137756981439736
7 4 015 0.4106193412385159
7 4 016 0.3640613210290326
7 4 017 0.40866767830978995
7 4 018 0.7544351814259606
7 4 019 0.40335881535386964
7 4 020 0.38760748778555915
7 5 001 0.4329538049899699
7 5 003 0.7388764219229026
7 5 004 0.428850214872544
7 5 005 0.595090164801619
7 5 007 0.4560194994766506
7 5 008 0.517666336030657
7 5 009 0.3967786838538097
7 5 010 0.427745146023524
7 5 011 0.932334977222668
7 5 012 0.7483822348867383
7 5 013 0.5321300773166097
7 5 014 0.7137756981439736
7 5 015 0.4106193412385159
7 5 016 0.3640613210290326
7 5 017 0.40866767830978995
7 5 018 0.7544351814259606
7 5 019 0.40335881535386964
7 5 020 0.38760748778555915
