Rep TrueQscore EstQscore
236 0.38364940687279264 0.37209793589564494
237 0.5695353062008167 0.487369330975644
238 0.4417135063479475 0.41344523593914534
239 0.5305020848858735 0.4495377895986463
240 0.38533724946246084 0.3676272906370355
241 0.8078013740856649 0.7218232776539762
242 0.4802339299735864 0.45683574852398234
243 0.5136552468088885 0.4639431272938786
244 0.936362466249674 0.7175943665060115
245 0.36255058767573617 0.34718984787173307
246 0.594870817257215 0.5183197778050718
247 0.3747768799134064 0.3574147578838277
248 0.7442994814647548 0.5366781705132848
249 0.47915274894472565 0.45285947373211066
250 0.5548665058115024 0.5253919704317532
251 0.373420481797337 0.3556418952312825
252 0.6229136769321512 0.5484025190157262
253 0.6428741244381503 0.5906990076615064
254 0.37180124210746235 0.34397517650384213
255 0.423941788584628 0.4032961665584076
256 0.5350039218221757 0.5229680722529052
257 0.4270299425131932 0.4091996340576643
258 0.3894340031647611 0.37800860525280233
259 0.397080404794282 0.3829849972567255
260 0.49676670016967656 0.45487636447059193
261 0.46160567272635994 0.441929167930206
262 0.45217063357967247 0.43527194512686507
263 0.8954512747122219 0.7525541059566532
264 0.7247442366946063 0.6467029296543702
265 0.5504035100219928 0.47209137857369415
266 0.5931426203955238 0.5535576067904148
267 0.39592332880676623 0.37992471781694476
268 0.4663009805034609 0.4175158575466225
269 0.44053131255959954 0.4077271136838295
270 0.4022833571664572 0.3892825911159288
271 0.6015892953788989 0.49415852458275694
272 0.4167697507075184 0.36487735846739516
273 0.41875263690724485 0.3942977597843621
274 0.36393920850539196 0.3490924284936927
275 0.7483891643375576 0.6526500783945999
276 0.4622891916510831 0.3909198241439367
277 0.43706474383548716 0.418031170432481
278 0.4092674062209412 0.39730838607202773
279 0.3618602234414219 0.346794060552747
280 0.3947529415391135 0.3801461194169509
281 0.4221063759461987 0.39702611408686594
282 0.5489338701763469 0.48937880508171766
283 0.38639837782923514 0.3705879408102675
284 0.9377288221521815 0.6912013759432494
285 0.390608436760464 0.37972269807528936
286 0.3826685291021859 0.366209325990001
287 0.47209780825453235 0.4113731472651584
288 0.45637280551461346 0.4196075681702512
289 0.404277854391436 0.39307437677700163
290 0.4261293292696522 0.40332699089495155
291 0.4379319043333836 0.38873346283858035
292 0.39921509407927486 0.3850136613935857
293 0.45428213092068087 0.42774726544492386
294 0.4233896173523119 0.4105773907068528
295 0.3965216580733392 0.37306033980438635
296 0.459891665161713 0.4369794227535835
297 0.607146425269905 0.5546561981268919
298 0.4342923843312551 0.39690613585711104
299 0.530638962082219 0.4447761981650386
300 0.4934687392439909 0.4390321178236197
301 0.42207249942781355 0.3956645501122425
302 0.9020328601053006 0.7834749889882878
303 0.42345393963622874 0.3905287896163206
304 0.6005216358511866 0.5423643066917238
305 0.5095321454249592 0.403954941529889
306 0.371279382083445 0.35080864426372244
307 0.5388364805751259 0.49688915459018423
308 0.36178978509036697 0.35355236446418553
309 0.40884949878532034 0.37890163653746456
310 0.42410168634689355 0.4030670804290838
311 0.48316250347742523 0.45719982641048074
312 0.6353244895262675 0.5593244697228342
313 0.5663471871210266 0.4333041971346172
314 0.7739483202063476 0.6232237069498681
315 0.7932613302320998 0.5466402375493334
316 0.5932959025336622 0.5534156397475758
317 0.8333479645255651 0.6590943247983222
318 0.462842059464021 0.45806430604783277
319 0.41298816554920154 0.3939776483719576
320 0.9518172369813105 0.7846845302319411
321 0.7169902405909815 0.6109088608137316
322 0.5064083708446631 0.4552981660724424
323 0.399832000054132 0.3854541354222476
324 0.49703893282700534 0.4563517929265515
325 0.5543184491965696 0.4802466803756268
326 0.7545967475433646 0.6899631667584405
327 0.5631018124736948 0.5215479283515124
328 0.6301517112734517 0.602737755618432
329 0.36485230682793807 0.34916721455625055
330 0.38076380583912645 0.3635838576613966
