Rep TrueQscore EstQscore
001 0.4320765000885425 0.4130563944031324
002 0.4240257552594603 0.3918907029685284
003 0.7388266555538987 0.6655877204798499
004 0.4284553575217616 0.3969810579019522
005 0.5950828164047053 0.5585131651455081
006 0.3951348815669438 0.38148133753245056
007 0.4559499417813973 0.4019826268813242
008 0.5176473359261321 0.4636324508912511
009 0.39678496719439166 0.3799690556185442
010 0.4276052789954196 0.39480896402843657
011 0.9323271942046347 0.7830931539568686
012 0.7483822348867383 0.6545495995216289
013 0.5320318803002335 0.4300208356817855
014 0.7135113243840473 0.5847022958954526
015 0.41061802624942983 0.37080167211179077
016 0.3639340039594376 0.353586345532761
017 0.40866704755035477 0.39708926229395536
018 0.7536709635447321 0.5282801004130411
019 0.40334053450971025 0.34222652812544546
020 0.3871173216228132 0.3658226839395857
021 0.39286103327660826 0.37237148966159006
022 0.4095655092806025 0.3993619804918952
023 0.6421414185609878 0.5454352730915193
024 0.47936778018529413 0.4566096776712501
025 0.42862007606338 0.3930977244987808
026 0.3958211760337509 0.3780192318512362
027 0.7006427742612289 0.595825065054374
028 0.5546896884215265 0.500461609154088
029 0.5421419782948468 0.4758064579580196
030 0.49459560991652546 0.44869337880765536
031 0.41660995737377976 0.40326048264630016
032 0.6365956736381667 0.5199070036327785
033 0.38281383103588373 0.37526751000407743
034 0.5835724440345432 0.522295661490089
035 0.5693028793450123 0.5334691301833339
036 0.38992470821378916 0.38121864905058356
037 0.5097120709590324 0.47005257909886305
038 0.6377096818180812 0.5645687203132087
039 0.4516852382705691 0.4048818330916751
040 0.40976409763763905 0.3575792183037831
041 0.9121614941618658 0.820761557962688
042 0.39609561860668885 0.3763205780679363
043 0.5327588647891328 0.5162844163360388
044 0.3787944152575088 0.3586238651848538
045 0.4365304294321271 0.4197897360752426
046 0.454377489408151 0.42545145442697274
047 0.3814400450963029 0.36935675782606014
048 0.49516267013721427 0.45744765647415997
049 0.5941625858808052 0.5528568308918314
050 0.42204467009468793 0.4050890903921241
051 0.44980868402143775 0.43060898557289945
052 0.3915008721414064 0.37845924548582943
053 0.3883117439049452 0.37662358607693736
054 0.4164714264194118 0.393611608842618
055 0.368971156388903 0.357112501822512
056 0.3879572939637948 0.3708524335573369
057 0.4393749873916182 0.3858197208304681
058 0.44668551517898436 0.4188263471323053
059 0.4946116313045714 0.45377760399799777
060 0.5550773385392916 0.48067161958019433
061 0.6043679104923704 0.5168235793618479
062 0.479013275198421 0.418343002717382
063 0.46154628683452115 0.43637840035215025
064 0.46312337643955215 0.42320516654351115
065 0.447453549461253 0.40883956133659055
066 0.5254418850006044 0.47315016030256996
067 0.4804575160213729 0.4284334260009213
068 0.9354427108572699 0.7664622515522946
069 0.39317060947592236 0.36982878403165237
070 0.4241444822681803 0.40220641258731266
071 0.37998860151093977 0.36535952698920215
072 0.48793211449034035 0.4285908974387336
073 0.41102225806263076 0.38516629712257344
074 0.4310089788841343 0.40352130250743334
075 0.5530116937827138 0.48902958549624886
076 0.5773710759071646 0.47279512858803013
077 0.4095898379766424 0.38716089058688435
078 0.4588921981299195 0.4060928288592567
079 0.3892967847814869 0.3621239295564811
080 0.46699921897443525 0.41351415729857316
081 0.5321236009995222 0.4937049399730083
082 0.5579577618727607 0.5279242225795492
083 0.6311834871279196 0.5887537681247592
084 0.3701876902380509 0.3600223467354407
085 0.607479858323734 0.5051025197868609
086 0.3883161302110133 0.37946717343662095
087 0.4832503783591787 0.4528114744220204
088 0.40109926114571276 0.36951617185698993
089 0.40764267427829215 0.38688251189422274
090 0.49409848241242427 0.4489309150040458
091 0.4801344246154687 0.4578659459941529
092 0.39077895527912454 0.37515594284974435
093 0.6074585710002495 0.4819485764682419
094 0.48219487784805226 0.4482860659248815
095 0.4618964425036057 0.4430235523815051
096 0.3736155094313521 0.3593423626136365
097 0.43248697494955174 0.4120671647252757
098 0.44115898635186135 0.4076322132160331
099 0.4435064775994421 0.41384344021862834
100 0.45289241231686395 0.43097060405717175
101 0.4076651514741485 0.38286600478744165
102 0.4175163610696991 0.3962664892124687
103 0.36768490182727587 0.355430582234533
104 0.3945384934955917 0.3835548983866941
105 0.4769674870446159 0.4147923968038504
106 0.47418693887220664 0.4447621270362011
107 0.37107341583438924 0.35913758540396834
108 0.44078125670557694 0.39587987792860024
109 0.4296659439075949 0.40904233309724164
110 0.5656732997278529 0.5185679686215617
111 0.5255005241452075 0.4426627706054734
112 0.493868455477428 0.4657246271843352
113 0.5263938034354855 0.4537722321603818
114 0.38857125058774494 0.3599999175826951
115 0.40409992879338635 0.3812499503074453
116 0.36773759006786955 0.3660286820087717
117 0.4630486226268035 0.40883584282136753
118 0.46572901963476826 0.4208507120702021
119 0.4884711670643588 0.45512039674198934
120 0.6370234582459552 0.5476243577771139
121 0.35495736968113045 0.3464825577239422
122 0.488721557492857 0.45375818603450135
123 0.9833763519797594 0.8580798907380344
124 0.6337445848713249 0.5230653191064282
125 0.5000791489968703 0.45491132213803276
126 0.4524413528314528 0.4133063291684066
127 0.3851105413298517 0.3749155007874497
128 0.38789745701593786 0.37030439258822745
129 0.45420438938053354 0.4279679581312041
130 0.43316215642617373 0.38446540864024575
131 0.5495675014076248 0.470426418815292
132 0.3973944282662599 0.3818436999463297
133 0.50083609722597 0.46221116944330615
134 0.3620979033610928 0.35307562466543385
135 0.8283863240270475 0.5946898582277849
136 0.4940310518564378 0.4247283773767103
137 0.41340259493346104 0.39841965161272147
138 0.3773398107004999 0.35796253347989354
139 0.6302317448729527 0.4957289497879882
140 0.5069752064504413 0.3996671557443009
141 0.41091654435936914 0.39210518663374355
142 0.5828810996740592 0.5207906548952155
143 0.3626906962695507 0.3520805830373897
144 0.394363881777685 0.377705792250636
145 0.5058489838407173 0.43808659570932057
146 0.45320875945314715 0.42531725675315074
147 0.563701051180079 0.5008674381618523
148 0.43849025384167767 0.38736848276250535
149 0.42967136159848884 0.3838410423325747
150 0.3992482119665915 0.3855337087894569
151 0.6597389434974893 0.621637244399413
152 0.4018666559680484 0.381071541461033
153 0.453465517445098 0.42828621597695493
154 0.38287374247214484 0.3711693993677797
155 0.4090714733338431 0.3728553686932191
156 0.37794762356199424 0.3614525645387368
157 0.42391105357635 0.4051128965765695
158 0.46321848834400325 0.3907521764455939
159 0.44332765143997166 0.4276393978824849
160 0.40022133906514434 0.3851121801482577
161 0.4137593248645722 0.38784335826813887
162 0.7349867976127323 0.6571483491412594
163 0.4717759618263796 0.42130612122014616
164 0.4153208854101568 0.3973414590431578
165 0.5270211764306592 0.4737998945454638
166 0.4657912290843904 0.4373877393786462
167 0.616781173378907 0.5020905430735452
168 0.4798952628327863 0.4467453756343497
169 0.43590887924036004 0.41380848030753725
170 0.4652110222375496 0.44271945137912955
171 0.5635501795426958 0.48556831397869077
172 0.48125326666263124 0.4404319687504397
173 0.603493488520004 0.47683278957576897
174 0.7364642606860992 0.480900147833731
175 0.4410764665999147 0.42237245295397147
176 0.3820318719377045 0.36672880074890385
177 0.49722096070644434 0.42771685379509966
178 0.3700137366939985 0.3593919936672282
179 0.4588939248449259 0.42362686118535625
180 0.37176165158735575 0.360684523259499
181 0.4566059598842932 0.42009931800126865
182 0.6547858430517679 0.5686305259425286
183 0.42611464102567165 0.39255973410319106
184 0.47537582866658756 0.44338772287408107
185 0.41167770590208413 0.3723520241049116
186 0.45154829958132936 0.42759164767309443
187 0.6436737293717193 0.5658539588393209
188 0.40998938228125714 0.3833921385974149
189 0.4428782388623514 0.4167919390866961
190 0.40040849824662855 0.3900410346287356
191 0.46391164411149066 0.38850760034454734
192 0.7324417935273319 0.5918471340399664
193 0.6366169446235207 0.5594194213117236
194 0.41952797463459884 0.4065136381352673
195 0.4831175417226834 0.4238523085905855
196 0.540669079602792 0.5027192426716129
197 0.5305436419450025 0.5111908445191665
198 0.4147665862222801 0.38528879703349467
199 0.5212970261353153 0.4418804726521593
200 0.47744549634090655 0.4292426776491864
201 0.7102906787664452 0.6427179117986095
202 0.43113795386421205 0.38899893745464037
203 0.42223990708804215 0.4049190239536645
204 0.4358820769489988 0.38982272207814367
205 0.386162753832395 0.37265107549434123
206 0.44786416322664707 0.4283605596184077
207 0.5751036043838438 0.5007632218274303
208 0.5114672565587902 0.4642213197864778
209 0.3932862844625355 0.3827160015179102
210 0.41836966816161725 0.3852490864737765
211 0.3628676059740635 0.3602740089551246
212 0.4382463893181622 0.3903893424388931
213 0.7093076313713268 0.5900626557638523
214 0.36258345649608265 0.35388671962977214
215 0.5099691040812161 0.4841998128635933
216 0.7319296994762211 0.6588859504555523
217 0.45699687775527686 0.4242633555165212
218 0.414512226049523 0.3874895148344612
219 0.7619628414147792 0.5518045444049875
220 0.445115279467714 0.4095366600695537
221 0.411265257802756 0.3749486949293564
222 0.5188871536130711 0.49526904718860904
223 0.48356164133400065 0.4215921792554751
224 0.3707630574886076 0.3564798011830058
225 0.3650800307688508 0.35209551229994895
226 0.5751589140745743 0.5249144120184978
227 0.46313135780412235 0.43389339541882
228 0.39542387321882144 0.38007983064839784
229 0.5566942435148431 0.4872657817376484
230 0.4472748805882349 0.4127651030977652
231 0.42108155215764925 0.39271425043222813
232 0.8352848851322996 0.5455986457091941
233 0.5562662755627537 0.5086349642140362
234 0.5072213601796054 0.48228027972013576
235 0.4917242466189513 0.455686734342134
