001 472.61686047 3.234976100517194E-4
001 18681.79770702 0.04336022004918057
001 1126.24802086 0.0
001 16153.57278508 0.0739374559411375
001 22927.33468878 0.03582360281977991
001 23909.67254973 0.018633254486502517
001 46389.64441346 0.11249401690459197
001 9957.21295912 0.022652182915430637
001 153289.35343538 0.35983271530334787
001 20787.47420826 0.0797030828129064
001 48246.71939937 0.11530594090115168
001 34913.60275311 0.13518099640297918
001 16491.19503749 9.871874459242587E-4
001 30830.05303532 0.06345847562664561
001 48502.31486496 0.14818771621329596
001 69086.79342808 0.19628242532976234
001 9294.10526862 0.020331940864386916
001 98813.67315323 0.2516367239263012
001 26422.08101041 0.042904817125308754
001 26618.67264916 0.05145518004189628
001 31976.47004703 0.042275634805402265
001 39139.62058946 0.08030145196448939
001 112531.59597589 0.21246068827548578
001 6327.79407032 0.007818209887520097
001 3584.72614171 0.0
001 6561.67100540 0.011484280206501706
001 6679.85027194 0.005695540804376299
001 15850.86680451 0.01107026358652602
001 31549.30185051 0.08311750836620704
001 21845.84315400 0.06035762626383206
001 31530.61454525 0.060824613902833106
001 21701.06713711 0.07754646866373496
001 33440.77363558 0.12639315446873522
001 71946.73325528 0.1320856672730661
001 54435.78282079 0.12989106139823106
001 115487.45330876 0.25625434916509787
001 118572.12814325 0.29775367171759315
001 112348.12211685 0.3101332950910719
001 6339.43861004 0.0
001 44261.80171557 0.13761059090704664
001 28304.07378394 0.14143521172716053
001 114063.61122004 0.2259510714151512
001 6930.90381329 0.007275650325392644
001 85625.30973202 0.19664714857441593
001 11076.48099025 0.008796499094586985
001 38250.32585492 0.11396986051287046
001 12689.75298882 0.0
001 31167.12099098 0.10215085731171947
001 134261.19861734 0.287093407875089
001 26706.11608467 0.09120239521546662
001 28148.51773483 0.07799033273035826
001 267.85806450 0.0
001 121176.91537577 0.234171726969653
001 31258.99828776 0.08509532415161421
001 42928.35060290 0.07989235775574687
001 21285.91768610 0.06371410768406685
001 43584.88998239 0.10529166624486466
001 98589.06936065 0.2829936415078857
001 1210.65583301 3.234976100517194E-4
001 21934.81219050 0.061965014740204404
001 208111.47301927 0.5586152505999052
001 13575.44302753 0.06610657777074218
001 53076.92159251 0.1362236383181583
001 85115.16992170 0.1485057586648359
001 70388.84580941 0.1600058833624329
001 40793.97116758 0.1152111392076751
001 22786.30974962 0.06797647217337252
001 20561.61494982 0.04476828989633859
001 10719.19148518 0.026676622684723306
001 36881.02370531 0.10117365985108417
001 102863.06047596 0.2559814540184175
001 81716.02637082 0.2010071531051884
001 61119.05096880 0.1798022212713416
001 16093.26520405 0.025308558699658232
001 6495.40812324 0.011525845328965945
001 114470.76568379 0.2619039064537175
001 29853.67876314 0.09613759684934874
001 79105.69251627 0.18497516727037958
001 21611.32695137 0.06210691488485503
001 4881.86705550 0.0260525705494579
001 17000.47636576 0.05480026662944853
001 11394.20529538 0.0
001 28196.99669687 0.08093419430362749
001 37448.51817601 0.10150247225726709
001 60502.91960317 0.1478791891097984
001 97420.19895899 0.17034942795179672
001 38294.03331678 0.031038881867693477
001 109659.67955681 0.25554760041122015
001 4913.28128952 0.0
001 16722.15437187 0.06928171963122391
001 9118.37387584 0.0
001 91627.94037799 0.2221788034750261
001 3771.37089713 0.0
001 16411.91625149 0.01678359750642582
001 38623.04411842 0.047383880722407686
001 19630.26173018 0.033778982257160285
001 41760.91740850 0.09701101935160315
001 29147.90538566 0.09838722484493949
001 26969.45429325 0.09049190735490396
001 117481.11443928 0.27738840257004216
002 7360.01724339 0.012906087983562305
002 36505.58733489 0.04045324105421849
002 18561.45907801 0.016289373326005593
002 17762.17886344 0.03187161947693016
002 343124.80458244 0.3911101489480407
002 143016.87530392 0.15262457899413492
002 22244.09606713 0.011210828440149674
002 366654.81566283 0.4037322929964483
002 84840.62767362 0.09322558468789276
002 135384.18290400 0.12939714813744585
002 65023.29457036 0.058888450508596805
002 177557.19087225 0.18153619592865564
002 29548.28601771 0.02591668288645655
002 16239.78698363 0.012186736338139484
